# Sherical harmonic coefficients for the Average Magnetic field and Polar current System (AMPS) model
# Produced Aug 2026
#
# Based on magnetic field measurements from CHAMP (2001-08 to 2010-09) and Swarm (2013-12 to 2026-04).
# Reference: Laundal et al., "Solar wind and seasonal influence on ionospheric currents", Journal of Geophysical Research - Space Physics, doi:10.1029/2018JA025387, 2018
#
# Coefficient unit: nT
# Apex reference height: 110 km
# Earth radius: 6371.2 km
#
# Spherical harmonic degree, order: 65, 3 (for T) and 45, 3 (for V)
# 
# column names:
# n m tor_c_const tor_s_const pol_c_const pol_s_const tor_c_sinca tor_s_sinca pol_c_sinca pol_s_sinca tor_c_cosca tor_s_cosca pol_c_cosca pol_s_cosca tor_c_epsilon tor_s_epsilon pol_c_epsilon pol_s_epsilon tor_c_epsilon_sinca tor_s_epsilon_sinca pol_c_epsilon_sinca pol_s_epsilon_sinca tor_c_epsilon_cosca tor_s_epsilon_cosca pol_c_epsilon_cosca pol_s_epsilon_cosca tor_c_tilt tor_s_tilt pol_c_tilt pol_s_tilt tor_c_tilt_sinca tor_s_tilt_sinca pol_c_tilt_sinca pol_s_tilt_sinca tor_c_tilt_cosca tor_s_tilt_cosca pol_c_tilt_cosca pol_s_tilt_cosca tor_c_tilt_epsilon tor_s_tilt_epsilon pol_c_tilt_epsilon pol_s_tilt_epsilon tor_c_tilt_epsilon_sinca tor_s_tilt_epsilon_sinca pol_c_tilt_epsilon_sinca pol_s_tilt_epsilon_sinca tor_c_tilt_epsilon_cosca tor_s_tilt_epsilon_cosca pol_c_tilt_epsilon_cosca pol_s_tilt_epsilon_cosca tor_c_tau tor_s_tau pol_c_tau pol_s_tau tor_c_tau_sinca tor_s_tau_sinca pol_c_tau_sinca pol_s_tau_sinca tor_c_tau_cosca tor_s_tau_cosca pol_c_tau_cosca pol_s_tau_cosca tor_c_tilt_tau tor_s_tilt_tau pol_c_tilt_tau pol_s_tilt_tau tor_c_tilt_tau_sinca tor_s_tilt_tau_sinca pol_c_tilt_tau_sinca pol_s_tilt_tau_sinca tor_c_tilt_tau_cosca tor_s_tilt_tau_cosca pol_c_tilt_tau_cosca pol_s_tilt_tau_cosca tor_c_f107 tor_s_f107 pol_c_f107 pol_s_f107
25 2  0.0190700 -0.0016107  0.1611746  0.5950782  0.0374113  0.0043125 -0.0076494  0.0002694 -0.0056491  0.0117291 -0.2731493 -0.3545521 -0.0040938 -0.0100803 -0.0236801 -0.1060359 -0.0319392  0.0095008  0.0018039 -0.0016316 -0.0029306 -0.0067239  0.0929621  0.1110122 -0.0051958 -0.0033977  0.0009067 -0.0018919 -0.0017255  0.0003427 -0.0044236 -0.0008659  0.0038603  0.0019550 -0.0002752  0.0009124 -0.0027348  0.0049413 -0.0006102 -0.0011127  0.0017330 -0.0018081  0.0016693  0.0000015  0.0007463 -0.0018067 -0.0004210 -0.0011139 -0.0011679 -0.0055211 -0.0335629 -0.0342507 -0.0212387  0.0019229  0.0030553 -0.0025822  0.0005210 -0.0009146  0.0421235 -0.0021593  0.0013390  0.0067177  0.0005212  0.0006198 -0.0027356 -0.0008766  0.0009584  0.0001342  0.0001671  0.0063160 -0.0005900 -0.0009798  0.0151582 -0.0082882 -0.0008766 -0.0010062
25 3 -0.0389062 -0.0673440 -0.0325766 -0.0669142  0.0006724 -0.0059299  0.0240314 -0.0019529  0.0150638  0.0469022  0.0289021  0.0257126  0.0229267  0.0407994 -0.0075034  0.0126532  0.0018136  0.0003247  0.0122852 -0.0036439 -0.0038183  0.0213078 -0.0186142  0.0034203 -0.0002975 -0.0000395  0.0016730  0.0029519 -0.0015519 -0.0000777  0.0010748 -0.0001562  0.0000575  0.0007275 -0.0022754 -0.0008809  0.0007256 -0.0010539 -0.0009628 -0.0034363 -0.0007034 -0.0000330 -0.0001536  0.0001435 -0.0005967 -0.0006586  0.0002972 -0.0021363  0.0000213 -0.0255860  0.0092410 -0.0046401  0.0003396  0.0014850 -0.0057107  0.0047906  0.0020506  0.0100531 -0.0109387  0.0105406  0.0001249 -0.0012287  0.0002892  0.0017360 -0.0006191 -0.0006864 -0.0002038 -0.0000364  0.0000389 -0.0011251 -0.0004210 -0.0015144  0.0001162 -0.0014337  0.0000767 -0.0001337
26 0 -0.0655697        NaN -0.0105959        NaN -0.0093221        NaN  0.0384274        NaN  0.0547899        NaN  0.0523292        NaN  0.0197311        NaN -0.0009148        NaN  0.0043495        NaN -0.0508755        NaN -0.0209453        NaN -0.0187697        NaN  0.0003185        NaN -0.0019615        NaN -0.0009928        NaN  0.0005904        NaN  0.0007905        NaN  0.0005995        NaN -0.0011624        NaN  0.0007211        NaN  0.0021146        NaN -0.0003159        NaN  0.0002247        NaN -0.0007359        NaN  0.0089190        NaN -0.0001401        NaN  0.0006107        NaN -0.0239157        NaN -0.0134496        NaN -0.0084332        NaN  0.0010724        NaN  0.0002048        NaN -0.0018020        NaN -0.0002779        NaN -0.0004373        NaN  0.0000121        NaN -0.0007589        NaN -0.0000572        NaN
26 1  0.0019637 -0.0266343  0.0961188  0.5639446  0.1175092 -0.0544296 -0.0595278  0.0212415  0.0091711  0.0078087 -0.1732134 -0.3518881 -0.0129846  0.0010373 -0.0838779 -0.1116418  0.0024749  0.0331173  0.0218566 -0.0082303 -0.0116639 -0.0081942  0.0546612  0.1127375 -0.0019476 -0.0105580  0.0003915 -0.0009699 -0.0009540 -0.0014428 -0.0063973 -0.0008188  0.0021777  0.0016255  0.0000657  0.0014369  0.0022730 -0.0004621  0.0005188 -0.0004164 -0.0044124 -0.0056962  0.0015831  0.0005849 -0.0040383  0.0011811  0.0008999 -0.0011207  0.0061080 -0.0027450 -0.0050098 -0.0198484  0.0418843  0.0041227  0.0029101  0.0002770 -0.0079935  0.0013020  0.0128958  0.0286077  0.0060744 -0.0072870 -0.0003764  0.0009524  0.0000050 -0.0031500 -0.0012466  0.0001389  0.0008220  0.0010125  0.0003501 -0.0010572  0.0064115  0.0037519 -0.0020267 -0.0001666
26 2 -0.1382404 -0.2112790 -0.0335265 -0.0788359 -0.0077881  0.0146669 -0.0184175  0.0225590  0.1125655  0.0729608  0.0309240  0.0595502  0.0211969  0.1276136 -0.0073550 -0.0142778  0.0010899 -0.0004518  0.0212095 -0.0236680 -0.0450008 -0.0015391 -0.0165384 -0.0356387  0.0007489  0.0001198  0.0029266  0.0026103  0.0044599  0.0002174 -0.0008917  0.0000505  0.0003158  0.0010115 -0.0031753 -0.0014122 -0.0004362 -0.0015741  0.0000866 -0.0013365 -0.0019041  0.0009175  0.0003000 -0.0001349  0.0002410  0.0004598  0.0011555  0.0006688  0.0068958 -0.0152345  0.0092109  0.0129936 -0.0016657 -0.0009557  0.0163035 -0.0023034 -0.0040416  0.0582540 -0.0115562 -0.0149819 -0.0010503 -0.0003790 -0.0006858  0.0003983  0.0025323  0.0002171  0.0003244 -0.0000945  0.0001285 -0.0002313  0.0008091 -0.0017912  0.0007778 -0.0069630 -0.0001601 -0.0004361
26 3  0.0090412 -0.0035153  0.0782024  0.0958490 -0.0303088 -0.0167368  0.0117981 -0.0089750  0.0002207  0.0060648 -0.0585455 -0.0610903  0.0011187  0.0072061 -0.0387185 -0.1096026  0.0001729  0.0032620 -0.0038470  0.0018904  0.0017990  0.0004911  0.0111341 -0.0479256 -0.0011009  0.0006055 -0.0011535 -0.0009251  0.0016988 -0.0006552  0.0009059 -0.0000066  0.0002441 -0.0013554  0.0009207  0.0003253  0.0042019  0.0022062 -0.0005315  0.0010025  0.0010523 -0.0014737  0.0005164 -0.0005192 -0.0005383  0.0017798 -0.0007835  0.0007810 -0.0009263  0.0012972  0.0072915  0.0482975  0.0026885 -0.0015881 -0.0007998 -0.0000005  0.0013730  0.0014341 -0.0102280 -0.0387627 -0.0009586 -0.0001566  0.0002499 -0.0005031  0.0011294 -0.0000647 -0.0000924  0.0000401 -0.0003844 -0.0025500 -0.0003530  0.0006962 -0.0032848  0.0034596  0.0001230 -0.0002271
27 0  0.0247248        NaN -0.0510062        NaN  0.0565628        NaN -0.0174588        NaN -0.0198998        NaN -0.0298243        NaN -0.0148156        NaN  0.0070861        NaN  0.0152692        NaN -0.0007757        NaN -0.0047012        NaN  0.0112474        NaN  0.0009588        NaN -0.0005203        NaN -0.0007231        NaN  0.0024534        NaN -0.0006690        NaN  0.0009990        NaN -0.0016187        NaN -0.0000861        NaN  0.0019543        NaN -0.0019060        NaN  0.0006878        NaN -0.0000169        NaN  0.0052528        NaN  0.0003209        NaN  0.0317294        NaN -0.0039429        NaN -0.0031246        NaN  0.0110655        NaN  0.0022150        NaN -0.0000395        NaN -0.0011574        NaN -0.0007142        NaN -0.0002752        NaN -0.0001168        NaN  0.0013473        NaN -0.0014710        NaN
27 1 -0.0296102 -0.3908613 -0.0080039  0.0131613  0.0148588 -0.0035776 -0.1736897  0.0290593  0.0040597  0.1425168  0.0102128  0.0327885  0.0231671  0.1589246  0.0315262 -0.0237699 -0.0009579  0.0028796  0.0274039 -0.0073551 -0.0189976 -0.0326780  0.0237508 -0.0292858  0.0003061 -0.0019463 -0.0010925  0.0077494  0.0054988 -0.0007357 -0.0023614 -0.0006188 -0.0002684  0.0020087 -0.0003085 -0.0048614  0.0001734 -0.0002522  0.0014335 -0.0025563 -0.0016983 -0.0011932  0.0009241 -0.0000689 -0.0001530 -0.0011389  0.0014916  0.0007444  0.0114479 -0.0124459 -0.0210743  0.0155518 -0.0004577  0.0007712 -0.0261934 -0.0030865 -0.0084501  0.0276212  0.0214720 -0.0229016  0.0002125 -0.0008106 -0.0015323  0.0006513  0.0002580 -0.0006634  0.0002559  0.0001115  0.0007897 -0.0010559  0.0016959 -0.0002626 -0.0008871 -0.0028299 -0.0001174 -0.0002585
27 2  0.0090304  0.0112500  0.2497891  0.3128355  0.0171579 -0.0151570 -0.0046503 -0.0228938 -0.0036569  0.0151748 -0.2177344 -0.1569960 -0.0025525  0.0053960 -0.0674987 -0.1969873 -0.0173823  0.0098321  0.0043107  0.0042571 -0.0003631 -0.0029294  0.0583264  0.0121696  0.0017792 -0.0000367 -0.0015613 -0.0008755  0.0011101  0.0006119 -0.0038002 -0.0004036  0.0002797 -0.0028476 -0.0003058 -0.0003249  0.0051985 -0.0031646 -0.0010744 -0.0009535 -0.0015916  0.0015644  0.0018488  0.0000212 -0.0007086  0.0016171 -0.0010011 -0.0008344  0.0003893  0.0053406 -0.0209153  0.0122458 -0.0229637  0.0006191  0.0035292 -0.0020080 -0.0015090 -0.0010982  0.0186868 -0.0584096 -0.0019902 -0.0067580  0.0011655  0.0007384  0.0024959  0.0005771  0.0011838  0.0002795  0.0009924 -0.0041385 -0.0011421 -0.0008339 -0.0141003  0.0076395  0.0010847 -0.0008127
27 3 -0.0172543 -0.0234668 -0.0118025 -0.0663733  0.0037835 -0.0011730  0.0517715  0.0158517 -0.0083692  0.0029385  0.0266295  0.0357972  0.0278040  0.0545933  0.0011012  0.0314502  0.0022556 -0.0000851  0.0012039 -0.0070632  0.0030843  0.0247147 -0.0109073  0.0164312  0.0011892  0.0002667  0.0015293  0.0029878 -0.0013086 -0.0002813  0.0015167 -0.0004292 -0.0012176 -0.0000425 -0.0008213  0.0018514 -0.0002831  0.0008148 -0.0013057 -0.0038521  0.0009143  0.0007875 -0.0002893  0.0002621  0.0016513  0.0007933 -0.0002294 -0.0033902 -0.0011522 -0.0165948  0.0008396 -0.0158003  0.0012892  0.0014448 -0.0101611 -0.0005033  0.0070255  0.0005149 -0.0024821  0.0208307 -0.0004756  0.0014700  0.0004614  0.0022798  0.0007041  0.0007817 -0.0002685 -0.0000257  0.0003177  0.0007887 -0.0007605 -0.0022504  0.0000430  0.0013568  0.0001451  0.0003717
28 0 -0.0705555        NaN -0.0198171        NaN  0.0026837        NaN -0.0394047        NaN  0.0233679        NaN  0.0340479        NaN  0.0186961        NaN  0.0108361        NaN -0.0002760        NaN -0.0122682        NaN -0.0088480        NaN -0.0059390        NaN  0.0002107        NaN -0.0001282        NaN  0.0018772        NaN  0.0002144        NaN -0.0000265        NaN  0.0001994        NaN  0.0006038        NaN  0.0012692        NaN -0.0000667        NaN -0.0002512        NaN -0.0006462        NaN  0.0003627        NaN  0.0063608        NaN -0.0048206        NaN  0.0000511        NaN -0.0253836        NaN -0.0089434        NaN  0.0009772        NaN -0.0008884        NaN -0.0002879        NaN  0.0037046        NaN -0.0003022        NaN  0.0004668        NaN  0.0004945        NaN -0.0002547        NaN -0.0000778        NaN
28 1 -0.0207116 -0.0244330  0.0032379  0.2968711  0.1181204 -0.0224946 -0.0448856  0.0053618  0.0095957  0.0158761 -0.0004031 -0.1080211 -0.0083514  0.0088123 -0.0920492 -0.1477026 -0.0691216 -0.0094373  0.0166972 -0.0050618 -0.0078871 -0.0065662 -0.0387875  0.0009043  0.0061339 -0.0059546 -0.0011790 -0.0001900  0.0015467  0.0010522 -0.0068456  0.0001058 -0.0028934 -0.0030071 -0.0000992  0.0008656 -0.0021826  0.0047720  0.0001359  0.0004380  0.0039974  0.0053862  0.0022050  0.0000159  0.0022155 -0.0003043  0.0004296 -0.0000924  0.0071991  0.0055908  0.0250799  0.0205319  0.0131635 -0.0088424  0.0081815  0.0003815 -0.0067403 -0.0037391 -0.0306495 -0.0316629 -0.0036392  0.0050054  0.0000653  0.0002118  0.0000229  0.0031828 -0.0009790  0.0000550 -0.0026488  0.0012177 -0.0000158 -0.0002803 -0.0060901 -0.0039592  0.0021286  0.0003380
28 2 -0.0658550 -0.0159077 -0.0406252 -0.0939352 -0.0039766  0.0282827  0.0019825  0.0352044  0.0678427 -0.0726564  0.0355643  0.0531961  0.0427226  0.1433437 -0.0066063  0.0201199 -0.0002329 -0.0039094  0.0104242 -0.0236907 -0.0184463  0.0488382 -0.0251276 -0.0095917 -0.0001300 -0.0005843  0.0027660  0.0038918  0.0021739 -0.0003791  0.0003685  0.0002523  0.0003421  0.0011348 -0.0026066  0.0007811  0.0007536  0.0012542 -0.0003016 -0.0018530 -0.0014583 -0.0007614 -0.0000970 -0.0001703  0.0003378 -0.0003882  0.0008850 -0.0003093 -0.0020869 -0.0216216  0.0157826 -0.0017539 -0.0001262 -0.0020378  0.0140800 -0.0055563  0.0091559  0.0575125 -0.0172479  0.0055509  0.0003312 -0.0000045 -0.0005693  0.0006857 -0.0050877 -0.0002496  0.0002607 -0.0001048  0.0001399  0.0005079  0.0006153 -0.0020208 -0.0005011  0.0082581  0.0001404  0.0000975
28 3  0.0064232 -0.0042194 -0.0331389  0.0756113 -0.0479488  0.0013346  0.0026269 -0.0025057 -0.0016296  0.0017738 -0.0131741  0.0347012  0.0036118  0.0030399 -0.0544864 -0.1252537  0.0069761  0.0028846 -0.0014963  0.0015037  0.0024464  0.0009688 -0.0297425 -0.0767077 -0.0015558  0.0005718  0.0006649 -0.0021189 -0.0006730  0.0003652  0.0013900 -0.0003400 -0.0007764 -0.0019311  0.0008483  0.0005024 -0.0022375  0.0010192 -0.0000179  0.0008957 -0.0010413  0.0015901  0.0000865  0.0000071  0.0010141  0.0017817 -0.0001869  0.0006507  0.0005956 -0.0052050  0.0303234  0.0523699  0.0090209 -0.0014625  0.0001473 -0.0002796  0.0018697  0.0005553 -0.0361215 -0.0475811  0.0009285 -0.0012536 -0.0002513 -0.0003507 -0.0012714  0.0002451 -0.0000580  0.0000328  0.0005088  0.0032881  0.0001407  0.0004446  0.0024870 -0.0030262 -0.0000528 -0.0002461
29 0  0.0167550        NaN  0.0193126        NaN  0.1010816        NaN -0.0280015        NaN -0.0153085        NaN -0.0354332        NaN -0.0132446        NaN  0.0097560        NaN -0.0184631        NaN  0.0023007        NaN -0.0028601        NaN  0.0052693        NaN -0.0010622        NaN -0.0012396        NaN -0.0008125        NaN  0.0000838        NaN -0.0009524        NaN  0.0011102        NaN -0.0002990        NaN -0.0001027        NaN -0.0012083        NaN -0.0012310        NaN -0.0005904        NaN -0.0004225        NaN  0.0075786        NaN -0.0071343        NaN  0.0309439        NaN  0.0001483        NaN -0.0048912        NaN  0.0129498        NaN -0.0010932        NaN -0.0000436        NaN  0.0014956        NaN -0.0010483        NaN -0.0010334        NaN -0.0000729        NaN -0.0013223        NaN  0.0014786        NaN
29 1  0.0237443 -0.2063599  0.0413992 -0.0225212  0.0092416  0.0092962 -0.1970416  0.0118294 -0.0261194 -0.0542759 -0.0109334  0.0538173  0.0164309  0.1520068  0.0126694 -0.0139168 -0.0009835  0.0004213  0.0693602 -0.0199443 -0.0001841  0.0460771  0.0164667 -0.0266217 -0.0016498 -0.0015628 -0.0000575  0.0096754  0.0050957 -0.0011524 -0.0027869 -0.0003861  0.0008274  0.0005675  0.0010728 -0.0021718 -0.0002911  0.0004460  0.0017876 -0.0032688 -0.0020210  0.0011454  0.0011256  0.0000229 -0.0002689  0.0007939  0.0011236 -0.0006841  0.0064474 -0.0239567 -0.0085333  0.0095613 -0.0011940  0.0002280 -0.0078975 -0.0063708 -0.0003997  0.0498789  0.0085541 -0.0182754  0.0000858  0.0007776 -0.0017631  0.0010252  0.0011101  0.0000597  0.0005061  0.0001022 -0.0011134  0.0009699  0.0016398 -0.0009253  0.0008456  0.0033524 -0.0000236  0.0000394
29 2  0.0110879 -0.0158508  0.0303026  0.0524345  0.0028694  0.0091398 -0.0028943 -0.0274577  0.0072225  0.0143327 -0.1053828  0.1228145 -0.0047639 -0.0025005 -0.0813252 -0.2040402 -0.0101496  0.0080698  0.0055554  0.0056261 -0.0038826 -0.0044918  0.0034139 -0.0991639 -0.0044866  0.0066720  0.0003409 -0.0016606 -0.0001828  0.0006597 -0.0025597  0.0011569 -0.0010122 -0.0038289 -0.0001914 -0.0005264 -0.0025957  0.0043340 -0.0010719 -0.0009620  0.0014072 -0.0013759  0.0016730 -0.0001019  0.0023270  0.0004850 -0.0009767 -0.0007927 -0.0011765 -0.0045881  0.0083946  0.0511063 -0.0131309  0.0024591  0.0033997 -0.0001368 -0.0004821 -0.0026533 -0.0157615 -0.1008248 -0.0000786  0.0060260  0.0011800  0.0006914 -0.0029078 -0.0008729  0.0012457  0.0001007  0.0012208  0.0070952 -0.0011204 -0.0007351  0.0127086 -0.0070115 -0.0003730 -0.0010622
29 3  0.0149604  0.0219364 -0.0185499 -0.0962321  0.0031087  0.0004185  0.0563631  0.0134185 -0.0329966 -0.0478608  0.0101595  0.0185550  0.0228287  0.0383841  0.0150095  0.0369250  0.0001114 -0.0014362 -0.0076434 -0.0082781  0.0172932  0.0330854  0.0078595  0.0197318 -0.0011582 -0.0013327 -0.0002899 -0.0020616 -0.0019162 -0.0000667  0.0009939 -0.0002678  0.0008647  0.0010473  0.0007713  0.0044164  0.0007809 -0.0006074 -0.0019803 -0.0029827 -0.0004738 -0.0005872 -0.0001766  0.0002918 -0.0009387 -0.0012095 -0.0017516 -0.0035539 -0.0045894 -0.0099200 -0.0111636 -0.0137533  0.0008709  0.0007251 -0.0129976 -0.0013895  0.0061574 -0.0018930  0.0123206  0.0207504 -0.0001017 -0.0015278  0.0013124  0.0019819 -0.0001305 -0.0008960 -0.0002708 -0.0001364  0.0004799 -0.0007261 -0.0018307 -0.0019633  0.0000510 -0.0015314  0.0000608  0.0002479
30 0 -0.0621722        NaN -0.0250439        NaN  0.0072011        NaN -0.1054328        NaN -0.0052876        NaN  0.0179866        NaN  0.0164167        NaN  0.0197289        NaN -0.0015424        NaN  0.0200927        NaN  0.0038676        NaN  0.0068155        NaN  0.0003972        NaN  0.0020015        NaN  0.0006172        NaN -0.0005854        NaN  0.0010085        NaN -0.0008631        NaN -0.0005869        NaN  0.0012098        NaN  0.0011048        NaN -0.0000366        NaN  0.0006061        NaN  0.0012640        NaN  0.0047470        NaN -0.0101836        NaN  0.0013281        NaN -0.0248144        NaN -0.0009519        NaN  0.0087632        NaN  0.0005843        NaN -0.0005971        NaN -0.0016396        NaN -0.0002358        NaN -0.0003948        NaN  0.0008073        NaN -0.0001769        NaN  0.0000516        NaN
30 1 -0.0160304 -0.0360931 -0.1450333  0.1384973  0.1130198 -0.0450676 -0.0248223 -0.0059679  0.0168735  0.0079344  0.0926159  0.0884127 -0.0021195 -0.0018282 -0.0648522 -0.1285105 -0.0377709  0.0342828  0.0113311 -0.0005151 -0.0122978 -0.0068073 -0.0900064 -0.0842282 -0.0071532  0.0020085 -0.0002636  0.0010758  0.0001148 -0.0003640 -0.0060602  0.0011367 -0.0015463 -0.0032896  0.0004081  0.0009103  0.0012192 -0.0008905  0.0001944  0.0007517 -0.0040887 -0.0050438  0.0023809 -0.0003469 -0.0022983  0.0026008  0.0002194  0.0005641  0.0029267 -0.0000936  0.0479890  0.0470118  0.0098150  0.0082370  0.0083366  0.0006542 -0.0059654 -0.0016264 -0.0562500 -0.0695157  0.0038685 -0.0069079  0.0002716 -0.0005889 -0.0003035 -0.0029765 -0.0006387 -0.0001432  0.0021416  0.0018070 -0.0001963  0.0003554  0.0057329  0.0040280 -0.0014028 -0.0003737
30 2 -0.0138820  0.1852752 -0.0483617 -0.1336178 -0.0002907  0.0315946  0.0073800  0.0163400  0.0027530 -0.1939567  0.0194148  0.0215978  0.0442178  0.0949474  0.0009810  0.0393001 -0.0025595 -0.0071592  0.0066576 -0.0126904  0.0138157  0.0872610 -0.0171137  0.0109331 -0.0003704 -0.0010145  0.0020325 -0.0051360  0.0018796 -0.0019766  0.0009485 -0.0004947  0.0009610  0.0012235 -0.0017168  0.0030594 -0.0004105 -0.0002512 -0.0001393 -0.0022285 -0.0016624  0.0013275 -0.0002765  0.0000110 -0.0000220  0.0004502  0.0005392 -0.0017521 -0.0136797 -0.0203910  0.0129258 -0.0096035 -0.0010453 -0.0031374  0.0124547 -0.0047041  0.0201011  0.0496122 -0.0112909  0.0189076 -0.0008163 -0.0007625 -0.0002902  0.0010777  0.0031304  0.0001325  0.0001379 -0.0000944  0.0003896  0.0001576  0.0002373 -0.0022960  0.0003341 -0.0064944 -0.0001179  0.0002302
30 3 -0.0169110  0.0024229  0.0036043 -0.1289299 -0.0496629 -0.0020787  0.0090105 -0.0091765  0.0057691  0.0006511  0.0539139  0.1399568  0.0005347  0.0102294 -0.0626578 -0.0961788  0.0139213  0.0008278 -0.0006315  0.0054990  0.0011033  0.0054295 -0.0780940 -0.0918695  0.0043205  0.0020951 -0.0011860 -0.0002121  0.0006196 -0.0008961  0.0020984 -0.0005338 -0.0032572 -0.0039058  0.0011121 -0.0006884  0.0030831  0.0008188  0.0002775  0.0005231  0.0008908 -0.0015955 -0.0004135  0.0003154 -0.0001757  0.0015631  0.0000538  0.0005864 -0.0045150  0.0027695  0.0529698  0.0484991  0.0044591 -0.0005156 -0.0023253 -0.0010232  0.0019936  0.0028733 -0.0630148 -0.0432366 -0.0003100  0.0003864 -0.0004342  0.0000985  0.0013948 -0.0000454 -0.0001094  0.0001682 -0.0004597 -0.0030868  0.0003776  0.0000954 -0.0019971  0.0023466  0.0002762 -0.0001757
31 0  0.0181267        NaN  0.0106280        NaN  0.1254254        NaN -0.0378692        NaN -0.0015020        NaN -0.0566002        NaN -0.0132931        NaN  0.0054432        NaN -0.0390695        NaN  0.0104632        NaN -0.0066801        NaN  0.0066207        NaN -0.0046693        NaN -0.0008511        NaN  0.0004391        NaN -0.0017878        NaN  0.0006629        NaN  0.0009846        NaN -0.0017161        NaN  0.0003507        NaN  0.0015184        NaN -0.0003190        NaN -0.0007468        NaN -0.0002296        NaN  0.0030047        NaN -0.0008778        NaN  0.0253180        NaN  0.0015279        NaN -0.0053832        NaN  0.0057060        NaN  0.0023057        NaN -0.0002369        NaN -0.0014977        NaN -0.0012198        NaN -0.0003556        NaN  0.0002820        NaN  0.0014412        NaN -0.0014559        NaN
31 1  0.0219958  0.0134136  0.0436760 -0.0386738  0.0082274  0.0141273 -0.1886015  0.0231699 -0.0456269 -0.1888730 -0.0456162  0.0581337  0.0063861  0.0913606  0.0047208  0.0006704 -0.0042785 -0.0054390  0.0810393 -0.0030791  0.0151216  0.0965531  0.0192829 -0.0175747  0.0000019 -0.0018561 -0.0015686  0.0005093  0.0036949 -0.0021157 -0.0022671 -0.0008852  0.0002222  0.0010175  0.0004194  0.0012101 -0.0000511  0.0006966  0.0021593 -0.0034105 -0.0018468 -0.0005073  0.0010174  0.0001412 -0.0002831 -0.0007616  0.0008684 -0.0024148 -0.0026253 -0.0252338 -0.0029390  0.0023888  0.0004318  0.0005703  0.0056659  0.0006765  0.0064114  0.0555804  0.0064423 -0.0089746  0.0003713 -0.0014492 -0.0009348  0.0016573 -0.0002042 -0.0002754  0.0005888  0.0000924  0.0008111 -0.0002956  0.0011714 -0.0020045 -0.0013746 -0.0023572 -0.0003320  0.0000214
31 2 -0.0251175  0.0076008  0.0175190 -0.3496753 -0.0162332  0.0075731  0.0161038 -0.0361317  0.0088647  0.0093991  0.0648780  0.3542371  0.0058665  0.0079810 -0.0742209 -0.1337286  0.0002230  0.0043248  0.0015729  0.0063310  0.0047509 -0.0008342 -0.0722134 -0.1748324  0.0091535  0.0023678 -0.0014578 -0.0006595 -0.0008095  0.0002673 -0.0003921  0.0018101 -0.0022971 -0.0028981  0.0003863 -0.0010479  0.0040253 -0.0039166 -0.0011095 -0.0005614 -0.0012675  0.0009330  0.0010130 -0.0004438 -0.0007852  0.0009376 -0.0011457 -0.0004091 -0.0036034  0.0081078  0.0388427  0.0776964 -0.0173129  0.0026259  0.0018117  0.0021438  0.0029730 -0.0023375 -0.0532773 -0.1176599 -0.0007387 -0.0055260  0.0011453  0.0006400  0.0028065  0.0005866  0.0010466  0.0000764  0.0002412 -0.0057039 -0.0011433 -0.0004394 -0.0113642  0.0064230  0.0011834 -0.0005123
31 3  0.0577448  0.0935735  0.0211914 -0.0316443  0.0037502  0.0028351  0.0588238  0.0203381 -0.0543551 -0.0863643 -0.0111128 -0.0087612  0.0136549  0.0190123  0.0098556  0.0336929 -0.0004225 -0.0018814 -0.0159966 -0.0055887  0.0256283  0.0306438  0.0101087  0.0275520  0.0009886  0.0002711 -0.0007971 -0.0026168 -0.0014130  0.0000772  0.0013885 -0.0005318 -0.0008755 -0.0002630  0.0023166  0.0052951 -0.0003806  0.0010858 -0.0015176 -0.0015963  0.0013798  0.0004044 -0.0003390  0.0003482  0.0015895  0.0017505 -0.0020527 -0.0028916 -0.0036795  0.0001339 -0.0087657 -0.0160421  0.0013620  0.0004216 -0.0137951 -0.0034387  0.0084208 -0.0131045  0.0099050  0.0203725 -0.0002497  0.0011808  0.0011947  0.0012872  0.0003081  0.0008755 -0.0003107 -0.0000842 -0.0001032  0.0009948 -0.0017143 -0.0011552  0.0000217  0.0017793  0.0000888  0.0005916
32 0 -0.0222683        NaN -0.0382878        NaN  0.0099092        NaN -0.1303421        NaN -0.0288883        NaN -0.0139821        NaN  0.0101657        NaN  0.0300508        NaN -0.0026802        NaN  0.0332552        NaN  0.0126162        NaN  0.0239140        NaN -0.0008115        NaN  0.0028483        NaN  0.0036958        NaN -0.0009403        NaN  0.0003304        NaN -0.0013826        NaN  0.0003534        NaN  0.0007631        NaN -0.0017715        NaN  0.0001579        NaN -0.0006431        NaN  0.0018354        NaN -0.0006079        NaN -0.0166569        NaN  0.0005874        NaN -0.0227019        NaN  0.0038697        NaN  0.0211301        NaN -0.0006461        NaN -0.0008656        NaN  0.0042818        NaN -0.0002205        NaN  0.0005033        NaN  0.0009549        NaN -0.0002358        NaN  0.0000040        NaN
